# Sensor: Sensor Blade [Time] [Blade 1]      
# Description: Time series      
# Record count:   14002      
# Storage mode:  Memory      
# Datetime of save: 2024-11-28T17:36:59      
# Statistical parameters for each field (time series) are placed above the column of the respective time series.
      
# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 100 s      
      
# Column      
      1      	      2      	      3      	      4      	      5      	      6      	      7      	      8      	      9      	     10      	      
Time [s]      	Root force (magnitude)      [    k N      ]      	Root moment (magnitude)      [   k Nm      ]      	Root moment (out-of-plane)      [   k Nm      ]      	Root moment (in-plane)      [   k Nm      ]      	Root moment about shaft      [   k Nm      ]      	Pitch angle      [      °      ]      	Tip deflection (out-of-plane)      [      m      ]      	Tip deflection (in-plane)      [      m      ]      	Root torque      [   k Nm      ]      
 115.25      	 1473.5      	  39983      	32839.2      	22754.3      	22760.6      	10.2268      	2.75165      	-3.79134      	639.096      
  115.3      	1494.14      	40067.5      	32886.5      	22834.4      	22840.6      	10.2271      	   2.76      	-3.79286      	640.551      
 115.35      	1514.41      	40117.8      	32902.2      	22899.9      	22906.1      	10.2274      	2.76965      	-3.79403      	642.334      
  115.4      	1534.35      	40135.3      	32893.4      	22943.2      	22949.5      	10.2277      	2.77969      	-3.79526      	644.066      
 115.45      	1553.93      	40126.8      	32871.3      	  22960      	22966.3      	 10.228      	2.78897      	-3.79681      	645.355      
  115.5      	1573.18      	40100.4      	32844.6      	22952.2      	22958.5      	10.2283      	2.79644      	-3.79901      	646.441      
 115.55      	1592.32      	40064.3      	32820.1      	22924.1      	22930.5      	10.2287      	2.80144      	-3.8021      	647.105      
  115.6      	 1611.5      	40027.1      	32806.5      	22878.7      	22885.1      	 10.229      	2.80378      	-3.8056      	646.889      
 115.65      	1630.74      	39996.2      	32813.3      	22814.7      	22821.1      	10.2293      	2.80383      	-3.80825      	645.629      
  115.7      	1649.89      	39970.2      	32842.3      	22727.2      	22733.7      	10.2296      	2.80225      	-3.80869      	643.637      
 115.75      	1668.64      	39939.5      	32884.4      	  22612      	22618.4      	10.2299      	2.79968      	-3.80591      	641.256      
  115.8      	1686.63      	39897.8      	32932.1      	22468.4      	22474.9      	10.2302      	2.79675      	-3.79922      	638.742      
 115.85      	 1703.7      	39846.4      	32985.9      	22297.6      	22304.1      	10.2306      	2.79423      	-3.7881      	636.193      
  115.9      	1719.95      	39779.7      	33043.3      	22092.5      	22099.1      	10.2309      	2.79256      	-3.77234      	 633.76      
 115.95      	1735.38      	39685.9      	33096.9      	21842.1      	21848.9      	10.2313      	2.79171      	-3.75202      	631.357      
    116      	1750.31      	39563.5      	33143.8      	21546.8      	21553.7      	10.2316      	2.79143      	-3.72735      	629.175      
 116.05      	1765.17      	39416.8      	33182.9      	21215.2      	21222.3      	10.2321      	2.79144      	-3.69857      	627.241      
  116.1      	1779.74      	39248.9      	33214.9      	20850.7      	20858.1      	10.2325      	2.79156      	-3.66603      	625.462      
 116.15      	1793.63      	39063.5      	33243.2      	20453.4      	20461.2      	10.2331      	2.79151      	-3.63017      	623.643      
  116.2      	1806.62      	38862.7      	33268.5      	20025.4      	20033.5      	10.2336      	2.79094      	-3.59136      	621.755      
 116.25      	1818.84      	38649.3      	33290.7      	19570.2      	19578.6      	10.2342      	2.78956      	-3.55006      	619.633      
  116.3      	1830.62      	38429.3      	33313.1      	  19093      	19101.7      	10.2349      	2.78733      	-3.50695      	617.376      
 116.35      	1842.22      	38210.2      	33340.7      	18598.8      	18607.9      	10.2356      	2.78451      	-3.46283      	614.894      
  116.4      	1853.59      	37996.2      	33376.4      	18089.1      	18098.6      	10.2363      	2.78147      	-3.41829      	612.244      
 116.45      	1864.38      	37786.3      	33420.9      	17559.6      	17569.5      	 10.237      	2.77847      	-3.37357      	609.269      
  116.5      	1874.34      	37578.9      	33474.2      	17004.3      	17014.5      	10.2378      	2.77562      	-3.32858      	606.025      
 116.55      	1883.36      	37375.8      	33536.1      	16424.6      	16435.2      	10.2386      	2.77309      	-3.28318      	602.461      
  116.6      	1891.58      	  37178      	33602.1      	15829.8      	15840.8      	10.2394      	2.77118      	-3.23728      	598.825      
 116.65      	1899.09      	36982.2      	33663.8      	15228.4      	15239.9      	10.2402      	2.77008      	-3.19073      	595.147      
  116.7      	1906.02      	36785.1      	33715.4      	  14625      	14636.9      	 10.241      	2.76971      	-3.14332      	591.659      
 116.75      	1912.57      	36586.2      	33755.4      	14021.2      	14033.5      	10.2419      	2.76975      	-3.09484      	588.286      
  116.8      	1918.77      	36385.3      	33783.8      	13416.9      	13429.7      	10.2428      	2.76976      	-3.04537      	585.045      
 116.85      	1924.54      	  36183      	33801.2      	12812.7      	12825.9      	10.2437      	2.76942      	-2.99549      	581.669      
  116.9      	1929.75      	35981.9      	33810.2      	12208.6      	12222.2      	10.2447      	2.76845      	-2.94604      	578.107      
 116.95      	1934.22      	35783.7      	33813.5      	11601.9      	11615.9      	10.2457      	2.76658      	-2.89768      	574.043      
    117      	 1937.8      	  35586      	33810.4      	10986.8      	11001.2      	10.2468      	2.76361      	-2.85071      	569.369      
 117.05      	1940.55      	35385.3      	33797.6      	10360.1      	10374.9      	10.2478      	2.75937      	-2.80519      	 563.82      
  117.1      	1942.77      	35180.6      	33772.6      	9725.68      	9740.76      	10.2489      	2.75369      	-2.76091      	557.503      
 117.15      	1944.56      	34972.7      	33734.6      	9087.59      	9102.96      	  10.25      	2.74622      	-2.71741      	550.298      
  117.2      	1945.67      	34761.9      	33683.7      	8445.97      	8461.61      	10.2511      	2.73622      	-2.6738      	542.328      
 117.25      	1945.83      	34546.6      	33618.1      	7800.14      	7816.01      	10.2522      	2.72248      	-2.62905      	533.692      
  117.3      	1944.74      	34322.2      	  33533      	7149.81      	7165.94      	10.2533      	 2.7036      	-2.58215      	525.074      
 117.35      	1942.44      	34081.2      	  33421      	 6492.6      	6509.02      	10.2543      	2.67877      	-2.53243      	517.372      
  117.4      	1939.13      	33818.3      	33276.9      	5825.55      	5842.36      	10.2553      	2.64901      	-2.47962      	511.948      
 117.45      	1935.15      	33533.6      	33100.3      	5149.03      	5166.38      	10.2563      	2.61778      	-2.42398      	509.606      
  117.5      	1930.55      	33232.6      	32895.7      	4466.25      	4484.28      	10.2572      	2.58946      	-2.36616      	510.132      
 117.55      	1925.31      	32926.9      	32673.9      	3780.54      	3799.31      	10.2581      	2.56675      	-2.30672      	511.992      
  117.6      	1919.31      	32639.9      	  32458      	3092.58      	3112.08      	 10.259      	2.54958      	-2.24576      	513.525      
 117.65      	1912.63      	32409.8      	32285.6      	2401.72      	2421.88      	10.2598      	2.53623      	-2.18331      	513.443      
  117.7      	1905.54      	32283.8      	32203.5      	 1711.4      	1732.14      	10.2606      	2.52487      	-2.11995      	511.775      
 117.75      	1898.81      	32302.2      	32250.8      	1031.64      	1052.92      	10.2613      	2.51386      	-2.05666      	509.287      
  117.8      	1893.16      	  32471      	32433.8      	 375.12      	396.941      	 10.262      	2.50192      	-1.99414      	507.209      
 117.85      	1888.81      	32744.2      	32707.9      	-254.709      	-232.343      	10.2627      	2.48878      	-1.93267      	505.944      
  117.9      	1885.07      	33047.6      	33000.7      	-869.606      	-846.689      	10.2633      	2.47534      	-1.87249      	505.178      
 117.95      	1880.87      	33326.3      	33257.7      	-1481.95      	-1458.49      	10.2639      	2.46321      	-1.8141      	 504.31      
    118      	1875.24      	33562.7      	33461.8      	-2089.21      	-2065.21      	10.2644      	2.45401      	-1.75812      	503.316      
 118.05      	1867.71      	33759.5      	33616.9      	-2680.82      	-2656.3      	10.2649      	2.44884      	-1.70507      	502.326      
  118.1      	1858.48      	33921.8      	33729.5      	-3252.92      	-3227.9      	10.2653      	2.44787      	-1.6552      	501.447      
 118.15      	1848.07      	  34053      	33803.4      	-3808.47      	-3782.97      	10.2657      	2.45024      	-1.60861      	500.471      
  118.2      	1837.08      	34157.9      	33843.8      	-4349.54      	-4323.57      	 10.266      	2.45442      	-1.56522      	499.288      
 118.25      	1825.84      	34246.8      	  33862      	-4875.67      	-4849.26      	10.2662      	2.45909      	-1.52483      	497.847      
  118.3      	1814.49      	34333.6      	33872.4      	-5386.65      	-5359.83      	10.2663      	2.46368      	-1.4873      	496.271      
 118.35      	1802.67      	34427.1      	  33885      	-5881.57      	-5854.35      	10.2664      	2.46807      	-1.45248      	494.581      
  118.4      	1789.87      	34525.5      	33899.2      	-6357.24      	-6329.64      	10.2664      	2.47207      	-1.41999      	  492.8      
 118.45      	1775.84      	34620.6      	33908.3      	-6809.76      	-6781.82      	10.2663      	2.47542      	-1.3892      	490.878      
  118.5      	1760.76      	34704.2      	33905.8      	-7235.04      	-7206.79      	10.2662      	2.47795      	-1.35942      	488.905      
 118.55      	1744.93      	34770.5      	33887.8      	-7627.35      	-7598.81      	10.2661      	2.47956      	-1.33018      	487.004      
  118.6      	 1728.8      	34816.9      	33853.8      	-7981.85      	-7953.05      	10.2658      	2.48008      	-1.30143      	485.337      
 118.65      	1712.66      	34846.9      	33808.2      	-8300.31      	-8271.26      	10.2656      	2.47921      	-1.27363      	483.921      
  118.7      	1696.55      	  34869      	33758.7      	-8590.03      	-8560.77      	10.2654      	2.47665      	-1.24746      	  482.7      
 118.75      	1680.18      	34891.6      	33712.7      	-8858.49      	-8829.02      	10.2651      	2.47223      	-1.22368      	481.519      
  118.8      	 1663.4      	34918.2      	  33673      	-9111.56      	-9081.91      	10.2648      	2.46598      	 -1.203      	480.216      
 118.85      	1646.12      	34948.7      	33638.6      	-9352.37      	-9322.56      	10.2645      	2.45829      	-1.18588      	478.679      
  118.9      	1628.46      	34979.8      	  33607      	-9579.68      	-9549.74      	10.2642      	 2.4498      	-1.17212      	476.934      
 118.95      	1610.63      	35007.1      	  33575      	-9789.76      	-9759.7      	10.2639      	 2.4411      	-1.16087      	475.075      
    119      	1592.75      	35029.4      	33542.8      	-9978.56      	-9948.4      	10.2636      	2.43266      	-1.15111      	473.297      
 119.05      	1574.61      	35047.4      	33512.7      	-10141.6      	-10111.4      	10.2633      	2.42479      	 -1.142      	471.788      
  119.1      	1555.85      	  35060      	33485.2      	-10275.3      	 -10245      	10.2629      	2.41771      	-1.13299      	 470.64      
 119.15      	1536.27      	35067.9      	  33461      	-10380.9      	-10350.5      	10.2625      	2.41145      	-1.12377      	469.862      
  119.2      	1515.95      	35073.3      	33439.9      	-10467.1      	-10436.7      	10.2621      	2.40588      	-1.11425      	469.375      
 119.25      	1495.22      	35075.5      	33417.8      	-10544.8      	-10514.3      	10.2616      	2.40086      	-1.10456      	469.003      
  119.3      	1474.46      	35072.6      	33390.9      	-10620.2      	-10589.6      	10.2611      	2.39633      	-1.09491      	468.569      
 119.35      	1453.82      	35065.5      	  33360      	-10694.2      	-10663.6      	10.2606      	2.39225      	-1.08552      	468.032      
  119.4      	1433.22      	35056.4      	33328.7      	-10761.6      	 -10731      	10.2601      	2.38844      	-1.0766      	467.636      
 119.45      	1412.45      	35042.7      	33297.8      	 -10813      	-10782.3      	10.2597      	2.38467      	-1.06837      	467.856      
  119.5      	1391.33      	35019.9      	33265.3      	-10839.2      	-10808.5      	10.2592      	 2.3811      	-1.06121      	468.528      
 119.55      	1369.94      	34986.1      	33231.4      	-10834.2      	-10803.5      	10.2587      	2.37777      	-1.05555      	469.396      
  119.6      	1348.33      	  34941      	33197.2      	-10793.7      	 -10763      	10.2582      	2.37419      	-1.05171      	 470.44      
 119.65      	1326.69      	34882.6      	33161.2      	-10715.3      	-10684.5      	10.2577      	2.37004      	-1.05017      	471.561      
  119.7      	1304.98      	34810.8      	33123.2      	-10598.7      	-10568.1      	10.2573      	2.36566      	-1.05193      	472.674      
 119.75      	1283.12      	34730.2      	33086.5      	-10448.1      	-10417.5      	10.2568      	2.36157      	-1.05815      	473.687      
  119.8      	1261.16      	34644.5      	  33053      	-10268.3      	-10237.9      	10.2564      	2.35774      	-1.06947      	474.555      
 119.85      	1239.17      	  34552      	33019.8      	-10061.7      	-10031.4      	10.2559      	2.35393      	-1.08584      	475.181      
  119.9      	 1217.3      	34448.9      	32982.2      	-9828.81      	-9798.77      	10.2554      	2.35021      	 -1.107      	475.557      
 119.95      	1195.59      	34333.7      	32938.9      	-9567.58      	-9537.78      	10.2549      	2.34685      	-1.13251      	475.779      
    120      	1174.05      	34207.1      	32892.4      	-9270.06      	-9240.54      	10.2544      	2.34399      	-1.16158      	476.095      
 120.05      	1152.56      	  34074      	32848.5      	-8929.72      	-8900.49      	10.2538      	2.34171      	-1.19322      	476.733      
  120.1      	1131.05      	33941.3      	32812.3      	-8549.18      	-8520.27      	10.2532      	2.34014      	-1.22652      	477.775      
 120.15      	1109.64      	33811.4      	32783.2      	-8136.3      	-8107.73      	10.2526      	2.33929      	-1.26089      	479.081      
  120.2      	1088.36      	33685.2      	32759.5      	-7696.89      	-7668.67      	10.2519      	2.33918      	-1.2961      	480.548      
 120.25      	 1067.4      	33570.3      	32747.2      	-7233.09      	-7205.25      	10.2512      	2.33999      	-1.33225      	482.262      
  120.3      	1047.02      	33476.3      	32754.5      	-6747.73      	-6720.26      	10.2504      	2.34219      	-1.36962      	484.343      
 120.35      	1027.41      	33407.2      	32783.3      	-6246.72      	-6219.62      	10.2497      	2.34631      	-1.40854      	486.701      
  120.4      	 1008.4      	33359.6      	  32828      	-5736.23      	-5709.51      	10.2489      	2.35262      	-1.44914      	489.101      
 120.45      	989.637      	33323.1      	32876.7      	-5221.38      	-5195.06      	10.2481      	 2.3611      	-1.49133      	491.285      
  120.5      	970.817      	33282.5      	32913.3      	-4705.02      	-4679.11      	10.2473      	2.37153      	-1.53486      	493.105      
 120.55      	952.051      	33228.9      	32929.6      	-4183.37      	-4157.88      	10.2465      	2.38353      	-1.57956      	494.702      
  120.6      	933.811      	33168.1      	32931.8      	-3649.36      	-3624.3      	10.2457      	2.39667      	-1.62547      	496.457      
 120.65      	916.528      	  33108      	32927.4      	-3101.21      	-3076.59      	10.2448      	 2.4105      	-1.67271      	498.539      
  120.7      	900.387      	33047.8      	32914.8      	-2542.23      	-2518.04      	 10.244      	2.42437      	-1.72124      	500.815      
 120.75      	885.484      	32985.6      	32891.4      	-1974.37      	-1950.61      	10.2431      	2.43745      	-1.77079      	503.154      
  120.8      	871.795      	32926.1      	32861.4      	-1397.58      	-1374.26      	10.2421      	2.44911      	-1.82099      	505.596      
 120.85      	 859.22      	32876.1      	  32831      	-813.797      	-790.921      	10.2412      	2.45931      	-1.8715      	508.171      
  120.9      	 847.59      	32836.6      	32800.7      	-225.595      	-203.161      	10.2402      	2.46849      	-1.92198      	510.824      
 120.95      	836.882      	32802.7      	32765.6      	 368.28      	390.268      	10.2392      	 2.4769      	-1.97218      	513.512      
    121      	827.297      	32768.1      	32718.7      	971.256      	992.794      	10.2382      	 2.4842      	-2.0219      	516.279      
 121.05      	819.288      	32732.7      	32659.3      	1584.24      	1605.33      	10.2371      	2.48998      	-2.07099      	519.229      
  121.1      	813.643      	32708.3      	  32599      	2202.87      	2223.51      	10.2361      	2.49434      	-2.11943      	522.474      
 121.15      	810.842      	32713.4      	32556.4      	2820.72      	2840.93      	 10.235      	2.49773      	-2.16731      	526.036      
  121.2      	 810.49      	32758.1      	  32542      	3438.18      	3457.98      	10.2339      	2.50049      	-2.21483      	529.827      
 121.25      	811.662      	32839.9      	32552.6      	4061.08      	4080.45      	10.2329      	2.50299      	-2.26219      	 533.71      
  121.3      	813.606      	32949.8      	  32579      	4690.34      	4709.28      	10.2319      	2.50588      	-2.30954      	537.536      
 121.35      	816.082      	33077.6      	32610.8      	5325.26      	5343.76      	10.2309      	2.50992      	-2.35686      	541.249      
  121.4      	819.506      	33215.6      	  32639      	   5971      	5989.05      	  10.23      	2.51561      	-2.40426      	    545      
 121.45      	824.366      	33359.9      	  32658      	6634.29      	6651.89      	10.2291      	 2.5231      	-2.45234      	548.966      
  121.5      	830.812      	33508.9      	32664.7      	7316.86      	7333.99      	10.2283      	2.53234      	-2.50213      	553.174      
 121.55      	838.667      	33662.3      	  32659      	 8012.9      	8029.56      	10.2276      	2.54295      	-2.55458      	 557.47      
  121.6      	847.576      	33821.5      	32644.4      	8712.47      	8728.65      	10.2269      	2.55422      	-2.61019      	561.606      
 121.65      	857.386      	33986.6      	32622.9      	9407.26      	9422.95      	10.2262      	2.56533      	-2.66911      	565.411      
  121.7      	868.194      	34151.8      	32590.4      	10093.4      	10108.6      	10.2256      	2.57567      	-2.73118      	568.823      
 121.75      	880.127      	34311.1      	32540.3      	10772.5      	10787.2      	 10.225      	  2.585      	-2.79573      	571.893      
  121.8      	893.567      	  34468      	32474.8      	11449.8      	11463.9      	10.2245      	2.59313      	-2.86153      	574.798      
 121.85      	908.891      	34635.7      	32406.5      	12129.6      	12143.2      	 10.224      	2.59985      	-2.92714      	 577.74      
  121.9      	926.043      	34826.5      	32348.5      	12811.6      	12824.7      	10.2236      	2.60513      	-2.99127      	580.799      
 121.95      	944.571      	35044.9      	32307.2      	13493.2      	13505.8      	10.2232      	2.60927      	-3.05295      	583.919      
    122      	964.018      	35289.6      	32283.5      	14170.8      	14182.9      	10.2228      	2.61261      	-3.1116      	587.033      
 122.05      	984.171      	  35556      	  32276      	14837.9      	14849.6      	10.2225      	2.61544      	-3.16689      	590.139      
  122.1      	1004.88      	35836.1      	32281.4      	15485.8      	  15497      	10.2223      	2.61825      	-3.21881      	593.264      
 122.15      	1026.02      	36121.4      	32295.5      	16106.5      	16117.2      	10.2222      	2.62168      	-3.26757      	596.412      
  122.2      	1047.49      	36405.6      	  32316      	16694.4      	16704.7      	10.2221      	2.62625      	-3.31355      	 599.57      
 122.25      	1069.17      	36684.5      	32340.1      	17248.9      	17258.8      	10.2222      	2.63211      	-3.35712      	602.725      
  122.3      	1090.95      	36954.4      	32363.3      	17773.3      	17782.8      	10.2222      	2.63915      	-3.39852      	605.898      
 122.35      	1112.67      	37211.7      	32381.5      	18269.9      	18279.1      	10.2224      	2.64708      	-3.43787      	609.093      
  122.4      	1134.29      	37453.3      	32391.3      	  18740      	18748.8      	10.2226      	2.65558      	-3.47518      	612.272      
 122.45      	1155.93      	37678.3      	32390.9      	19186.2      	19194.8      	10.2229      	2.66421      	-3.51049      	615.427      
  122.5      	1177.71      	37887.5      	32380.7      	19610.6      	19618.9      	10.2233      	 2.6725      	-3.54388      	 618.55      
 122.55      	 1199.7      	38081.1      	32362.1      	20012.2      	20020.3      	10.2236      	2.68007      	-3.57552      	621.553      
  122.6      	1221.87      	38259.1      	32336.9      	20388.9      	20396.8      	 10.224      	2.68653      	-3.60557      	 624.31      
 122.65      	1244.12      	  38422      	32309.1      	20736.3      	20743.9      	10.2245      	2.69153      	-3.63403      	 626.71      
  122.7      	1266.37      	38570.5      	32283.2      	  21050      	21057.4      	10.2249      	2.69488      	-3.66077      	628.688      
 122.75      	1288.75      	38706.7      	32261.7      	21331.2      	21338.4      	10.2254      	2.69658      	-3.6855      	630.269      
  122.8      	1311.27      	38833.2      	32245.1      	21584.7      	21591.7      	10.2259      	 2.6968      	-3.70789      	631.546      
 122.85      	1333.89      	38952.7      	32235.8      	21812.7      	21819.5      	10.2264      	2.69589      	-3.72753      	 632.61      
  122.9      	1356.71      	39070.4      	32239.8      	22016.2      	22022.9      	10.2269      	2.69426      	-3.74398      	633.538      
 122.95      	1379.89      	39194.4      	32265.5      	22198.1      	22204.7      	10.2275      	2.69249      	-3.75692      	634.386      
    123      	1403.33      	39330.5      	32318.4      	  22361      	22367.5      	 10.228      	2.69127      	-3.76642      	635.172      
 123.05      	1426.66      	39476.7      	32397.6      	22503.5      	22509.8      	10.2286      	2.69141      	-3.77299      	635.881      
  123.1      	1449.45      	39622.5      	32493.9      	22620.2      	22626.4      	10.2292      	2.69368      	-3.77718      	636.523      
 123.15      	1471.42      	39753.5      	32590.6      	22710.4      	22716.5      	10.2299      	2.69855      	-3.77939      	637.239      
  123.2      	1492.54      	39858.6      	32669.1      	22781.5      	22787.7      	10.2305      	2.70598      	-3.78007      	 638.27      
 123.25      	1513.05      	39931.8      	32717.7      	22839.6      	22845.7      	10.2312      	2.71547      	-3.77992      	 639.75      
  123.3      	1533.17      	39970.8      	32736.4      	22880.9      	22887.1      	10.2318      	2.72629      	-3.77958      	641.498      
 123.35      	1552.92      	39978.6      	32733.7      	22898.4      	22904.6      	10.2325      	2.73743      	-3.77944      	643.092      
  123.4      	1572.25      	  39963      	32720.8      	22889.5      	22895.8      	10.2331      	2.74772      	-3.77975      	644.256      
 123.45      	1591.25      	39932.1      	32705.7      	22857.3      	22863.7      	10.2338      	2.75615      	-3.78087      	645.287      
  123.5      	1610.14      	39894.1      	32694.7      	22806.6      	  22813      	10.2344      	2.76219      	-3.78293      	645.748      
 123.55      	1629.03      	39857.8      	32697.1      	22739.5      	  22746      	10.2351      	2.76581      	-3.78527      	645.278      
  123.6      	1647.92      	  39829      	32721.6      	22653.6      	22660.1      	10.2357      	2.76745      	-3.78652      	643.811      
 123.65      	1666.61      	39803.5      	32766.5      	22543.6      	22550.1      	10.2363      	2.76769      	-3.78538      	641.746      
  123.7      	1684.77      	39771.2      	32821.4      	22406.3      	22412.9      	10.2369      	2.76717      	-3.78096      	639.372      
 123.75      	1702.07      	39728.6      	32881.1      	22242.4      	  22249      	10.2374      	2.76663      	-3.77266      	636.922      
  123.8      	1718.42      	39676.8      	32946.9      	22051.6      	22058.3      	 10.238      	2.76672      	-3.76003      	634.481      
 123.85      	1733.94      	39607.4      	33013.9      	21825.2      	  21832      	10.2386      	2.76771      	-3.74289      	632.172      
  123.9      	1748.66      	  39510      	33075.2      	21554.3      	21561.2      	10.2391      	2.76948      	-3.72139      	629.923      
 123.95      	   1763      	39385.6      	33128.6      	21242.2      	21249.3      	10.2397      	2.77175      	-3.69575      	 627.97      
    124      	1777.24      	39238.2      	33173.1      	  20897      	20904.4      	10.2404      	2.77424      	-3.66624      	626.233      
 124.05      	1791.09      	39071.2      	33210.3      	20521.5      	20529.2      	 10.241      	2.77671      	-3.63325      	624.639      
  124.1      	1804.18      	38888.3      	33243.7      	20116.1      	20124.1      	10.2417      	2.77886      	-3.59719      	622.976      
 124.15      	1816.37      	38691.1      	33273.1      	19682.4      	19690.8      	10.2424      	2.78031      	-3.55847      	621.233      
  124.2      	1827.87      	  38482      	33298.7      	  19224      	19232.7      	10.2432      	2.78079      	-3.51758      	619.232      
 124.25      	1838.99      	38268.5      	33324.6      	18746.9      	18755.9      	10.2439      	2.78033      	-3.47525      	617.107      
  124.3      	1849.98      	38058.5      	33356.4      	18256.4      	18265.8      	10.2447      	2.77922      	-3.43223      	614.743      
 124.35      	 1860.7      	37853.5      	33395.5      	17751.7      	17761.5      	10.2455      	2.77784      	-3.38905      	612.205      
  124.4      	1870.75      	37651.6      	  33442      	17226.9      	17237.1      	10.2463      	2.77638      	-3.3458      	609.296      
 124.45      	1879.94      	37452.9      	33496.9      	16678.2      	16688.8      	10.2471      	2.77491      	-3.30235      	606.137      
  124.5      	1888.26      	37258.9      	  33559      	16108.9      	16119.9      	10.2479      	2.77365      	-3.25855      	602.667      
 124.55      	1895.82      	37068.9      	33622.1      	15528.4      	15539.8      	10.2487      	2.77289      	-3.2143      	599.168      
  124.6      	 1902.7      	36879.4      	33678.1      	14944.8      	14956.5      	10.2495      	2.77277      	-3.16945      	595.639      
 124.65      	1909.09      	36687.6      	33722.5      	14361.3      	14373.5      	10.2504      	2.77314      	-3.12374      	592.327      
  124.7      	1915.15      	  36493      	33754.5      	13778.5      	13791.1      	10.2512      	 2.7736      	 -3.077      	589.078      
 124.75      	 1920.9      	36295.3      	  33774      	13196.2      	13209.2      	 10.252      	2.77374      	-3.02941      	585.941      
  124.8      	1926.21      	36095.4      	33781.9      	12615.2      	12628.6      	10.2529      	2.77325      	-2.98166      	582.584      
 124.85      	1930.95      	35896.5      	33781.7      	12034.8      	12048.6      	10.2538      	2.77187      	-2.93456      	578.994      
  124.9      	1934.97      	35699.4      	33775.8      	11450.9      	11465.1      	10.2546      	2.76935      	-2.88865      	574.798      
 124.95      	1938.12      	35500.6      	33762.3      	10857.7      	10872.3      	10.2556      	 2.7655      	-2.84416      	569.942      
    125      	1940.55      	35296.9      	33737.7      	10253.8      	10268.6      	10.2565      	2.76016      	-2.80103      	564.158      
 125.05      	1942.54      	35088.2      	33700.1      	9643.46      	9658.62      	10.2574      	2.75314      	 -2.759      	557.603      
  125.1      	1944.11      	34875.3      	33649.3      	9030.13      	9045.55      	10.2583      	2.74402      	-2.71748      	550.131      
 125.15      	1944.98      	34658.4      	33585.3      	8412.71      	8428.36      	10.2592      	2.73193      	-2.6755      	541.922      
  125.2      	1944.86      	34435.1      	  33506      	 7790.4      	7806.26      	10.2601      	2.71559      	 -2.632      	533.122      
 125.25      	1943.51      	  34200      	33405.5      	7162.56      	7178.65      	10.2609      	2.69367      	-2.58605      	524.621      
  125.3      	1941.03      	33945.7      	33276.6      	6526.07      	6542.45      	10.2617      	2.66577      	-2.53706      	 517.34      
 125.35      	1937.65      	33668.6      	33115.7      	5878.79      	5895.59      	10.2625      	2.63367      	-2.48492      	512.699      
  125.4      	1933.72      	33370.8      	32924.3      	5221.74      	 5239.1      	10.2632      	2.60135      	  -2.43      	511.162      
 125.45      	1929.17      	33058.7      	32707.7      	4557.86      	 4575.9      	10.2638      	2.57297      	-2.37296      	 512.19      
  125.5      	1923.99      	32746.8      	32479.7      	3890.19      	3908.95      	10.2644      	2.55044      	-2.31421      	514.058      
 125.55      	 1918.1      	32463.3      	32268.3      	 3218.9      	3238.35      	 10.265      	2.53307      	-2.25379      	 515.14      
  125.6      	1911.62      	  32250      	32114.6      	 2543.3      	2563.37      	10.2655      	2.51905      	-2.19183      	514.463      
 125.65      	1904.92      	32154.1      	  32065      	1868.43      	1889.05      	10.2659      	2.50659      	-2.12908      	512.372      
  125.7      	1898.85      	32209.3      	32151.9      	1206.05      	1227.19      	10.2663      	2.49414      	-2.06648      	509.792      
 125.75      	1894.01      	32407.5      	32367.6      	567.175      	588.841      	10.2667      	2.48067      	-2.00461      	507.844      
  125.8      	1890.37      	32690.7      	32655.5      	-49.1751      	-26.9731      	 10.267      	2.46627      	-1.94368      	506.689      
 125.85      	1887.07      	32985.6      	32943.7      	-656.732      	-633.987      	10.2672      	2.45214      	-1.88398      	505.881      
  125.9      	1883.01      	33247.9      	33188.2      	-1264.83      	-1241.55      	10.2674      	2.43997      	-1.8261      	504.892      
 125.95      	1877.33      	33469.3      	33381.4      	-1867.03      	-1843.22      	10.2676      	2.43128      	-1.77066      	503.841      
    126      	1869.78      	33654.6      	33529.2      	-2453.46      	-2429.14      	10.2677      	2.42696      	-1.71811      	502.827      
 126.05      	1860.64      	33807.9      	33636.6      	-3023.12      	-2998.3      	10.2677      	 2.4269      	-1.66867      	501.895      
  126.1      	1850.51      	33933.1      	33707.9      	-3578.99      	-3553.68      	10.2676      	2.42998      	-1.6224      	 500.82      
 126.15      	1839.92      	34036.1      	33749.6      	-4122.2      	-4096.44      	10.2675      	2.43466      	-1.57918      	499.538      
  126.2      	1829.13      	34128.6      	  33774      	-4652.4      	-4626.2      	10.2673      	2.43983      	-1.53881      	498.009      
 126.25      	1818.16      	34224.1      	33795.6      	-5169.07      	-5142.45      	10.2671      	2.44513      	-1.50118      	496.384      
  126.3      	1806.55      	34328.8      	33821.3      	-5670.37      	-5643.35      	10.2667      	2.45044      	-1.46608      	494.658      
 126.35      	1793.84      	34437.9      	33847.8      	-6152.81      	-6125.41      	10.2663      	2.45551      	-1.43308      	492.843      
  126.4      	1779.88      	34542.5      	33867.8      	-6612.36      	-6584.61      	10.2658      	2.46011      	-1.40152      	490.896      
 126.45      	1764.94      	34635.8      	  33876      	-7044.22      	-7016.14      	10.2653      	 2.4641      	-1.37077      	488.963      
